activity_id,lead_id,rep_id,activity_type,activity_outcome,activity_date
8977,6163,46,Call,Negative,2026-04-05
8978,8355,27,Call,Neutral,2025-06-27
8979,7799,21,Call,Positive,2026-04-18
8980,1802,15,Call,Neutral,2025-12-11
8981,3385,8,Meeting,Negative,2025-10-31
8982,2828,17,Demo,Positive,2025-11-01
8983,5114,10,Demo,Negative,2025-06-21
8984,3515,9,Email,Neutral,2026-03-12
8985,6628,30,Demo,Positive,2026-05-21
8986,2398,48,Call,Negative,2026-01-24
8987,2433,43,Meeting,Positive,2026-04-04
8988,3907,26,Email,Negative,2026-05-08
8989,5036,29,Call,Negative,2026-01-28
8990,1206,24,Demo,Positive,2026-04-15
8991,7496,29,Meeting,Positive,2026-04-07
8992,4957,41,Meeting,Positive,2026-03-17
8993,2631,14,Meeting,Neutral,2026-01-14
8994,3559,46,Call,Neutral,2025-12-13
8995,815,16,Meeting,Neutral,2025-10-12
8996,7976,15,Call,Neutral,2025-08-18
8997,7345,38,Email,Negative,2026-05-05
8998,9861,25,Email,Positive,2026-06-13
8999,2182,16,Email,Neutral,2026-01-05
9000,2544,47,Email,Positive,2025-07-06
9001,711,44,Email,Positive,2025-10-18
9002,6810,9,Meeting,Positive,2026-01-30
9003,1736,1,Demo,Negative,2026-06-07
9004,4836,9,Email,Negative,2026-04-16
9005,2800,36,Meeting,Neutral,2025-10-08
9006,3740,20,Meeting,Neutral,2026-03-10
9007,4117,14,Demo,Negative,2026-01-23
9008,4783,46,Email,Neutral,2025-10-19
9009,5734,26,Demo,Neutral,2025-12-11
9010,622,7,Email,Neutral,2025-10-03
9011,3136,40,Call,Positive,2026-04-25
9012,8891,27,Demo,Positive,2026-04-05
9013,5356,18,Demo,Negative,2025-08-16
9014,552,35,Meeting,Positive,2025-11-25
9015,7057,35,Meeting,Negative,2025-09-05
9016,9412,36,Email,Positive,2026-03-16
9017,5202,50,Email,Neutral,2026-05-11
9018,9774,21,Call,Neutral,2026-05-30
9019,325,35,Email,Neutral,2025-07-18
9020,4909,35,Call,Positive,2025-11-07
9021,4112,46,Demo,Neutral,2025-11-07
9022,200,27,Call,Neutral,2025-08-17
9023,6173,11,Email,Positive,2025-08-20
9024,9479,35,Meeting,Negative,2025-06-21
9025,9039,5,Call,Negative,2025-09-30
9026,4816,34,Call,Negative,2025-08-12
9027,2827,4,Demo,Neutral,2025-11-10
9028,6492,22,Demo,Positive,2026-03-18
9029,4420,25,Demo,Neutral,2025-10-24
9030,6374,43,Email,Negative,2026-05-20
9031,3062,46,Email,Negative,2026-01-10
9032,5541,41,Demo,Neutral,2026-05-06
9033,2814,36,Meeting,Negative,2025-12-23
9034,1566,50,Demo,Negative,2026-03-24
9035,4205,25,Email,Neutral,2025-12-31
9036,6179,23,Call,Positive,2025-11-28
9037,8693,41,Call,Positive,2026-05-15
9038,772,38,Demo,Positive,2025-12-14
9039,4529,10,Call,Negative,2025-12-22
9040,5168,11,Email,Neutral,2026-05-20
9041,4472,35,Meeting,Neutral,2026-02-19
9042,7886,35,Email,Positive,2026-03-28
9043,7622,42,Demo,Positive,2026-02-05
9044,5116,48,Meeting,Positive,2026-02-08
9045,4725,33,Email,Negative,2026-02-21
9046,2260,50,Call,Positive,2025-11-14
9047,6038,35,Meeting,Neutral,2026-03-25
9048,5087,22,Meeting,Negative,2025-07-26
9049,8486,3,Demo,Neutral,2025-10-02
9050,4763,48,Demo,Negative,2025-11-17
9051,7782,14,Demo,Negative,2026-04-25
9052,4055,31,Demo,Negative,2026-03-01
9053,9537,46,Call,Neutral,2025-08-15
9054,2562,6,Email,Negative,2025-11-17
9055,7955,43,Meeting,Negative,2026-03-29
9056,2565,10,Call,Negative,2025-07-12
9057,8211,34,Meeting,Neutral,2025-08-02
9058,5141,17,Email,Neutral,2026-05-10
9059,3988,41,Email,Negative,2025-09-18
9060,986,30,Meeting,Neutral,2026-05-24
9061,9528,25,Call,Neutral,2026-05-10
9062,5232,40,Meeting,Negative,2026-04-06
9063,9805,41,Demo,Neutral,2025-09-20
9064,131,45,Call,Neutral,2026-05-04
9065,2847,25,Demo,Neutral,2026-05-04
9066,3763,36,Call,Neutral,2026-03-13
9067,6590,49,Call,Positive,2025-10-03
9068,1533,30,Call,Neutral,2025-06-16
9069,6176,47,Meeting,Negative,2025-11-10
9070,4710,8,Email,Positive,2025-11-06
9071,3206,46,Meeting,Neutral,2026-01-23
9072,8018,15,Call,Negative,2026-02-21
9073,5400,41,Demo,Negative,2026-05-02
9074,5666,4,Call,Neutral,2025-08-09
9075,2099,48,Demo,Neutral,2026-01-11
9076,6987,49,Demo,Positive,2026-02-28
9077,7595,41,Call,Negative,2025-11-21
9078,8800,37,Email,Neutral,2026-03-18
9079,2349,13,Call,Negative,2026-02-19
9080,8537,16,Call,Negative,2025-12-27
9081,3571,26,Meeting,Neutral,2026-05-16
9082,5704,28,Meeting,Positive,2025-11-24
9083,811,46,Meeting,Neutral,2026-04-01
9084,1634,24,Demo,Negative,2025-06-18
9085,5638,46,Email,Negative,2025-11-22
9086,3740,16,Demo,Negative,2026-05-01
9087,5148,14,Call,Positive,2026-05-10
9088,8792,18,Meeting,Neutral,2025-12-15
9089,3138,4,Demo,Neutral,2025-06-27
9090,8734,30,Demo,Neutral,2025-09-30
9091,8919,47,Demo,Negative,2025-09-12
9092,2175,32,Demo,Negative,2025-12-28
9093,2460,13,Call,Negative,2025-06-24
9094,6142,49,Meeting,Negative,2025-12-28
9095,8891,36,Demo,Positive,2026-05-25
9096,9150,8,Call,Positive,2025-06-19
9097,5996,40,Email,Positive,2026-04-12
9098,6084,32,Email,Negative,2026-04-11
9099,6923,45,Meeting,Neutral,2025-09-15
9100,1454,2,Meeting,Positive,2025-09-11
9101,1438,6,Demo,Negative,2025-08-06
9102,8084,29,Call,Neutral,2025-11-19
9103,5736,9,Meeting,Negative,2025-10-24
9104,3468,41,Meeting,Neutral,2026-06-09
9105,7596,30,Email,Negative,2025-08-04
9106,5948,4,Demo,Negative,2025-12-31
9107,2237,38,Email,Positive,2025-09-05
9108,4764,26,Call,Neutral,2025-09-16
9109,9242,16,Call,Neutral,2026-05-04
9110,9906,16,Demo,Positive,2025-12-31
9111,6926,31,Meeting,Neutral,2025-06-27
9112,3357,37,Meeting,Positive,2025-08-31
9113,7366,33,Call,Neutral,2025-08-02
9114,9256,42,Email,Positive,2025-06-16
9115,3641,22,Meeting,Negative,2025-07-24
9116,4836,23,Meeting,Negative,2026-03-21
9117,5579,21,Email,Positive,2026-01-22
9118,7633,50,Email,Positive,2025-07-17
9119,5437,33,Email,Negative,2026-02-19
9120,5651,15,Email,Neutral,2025-12-24
9121,9980,18,Email,Neutral,2025-10-01
9122,4931,27,Email,Positive,2025-08-22
9123,7931,7,Email,Neutral,2026-03-08
9124,7426,38,Meeting,Positive,2025-11-01
9125,8610,31,Email,Positive,2025-08-29
9126,1414,42,Email,Neutral,2025-09-26
9127,4509,46,Call,Positive,2025-08-25
9128,7491,15,Meeting,Positive,2026-04-12
9129,464,20,Demo,Neutral,2025-12-01
9130,5478,2,Demo,Neutral,2026-04-13
9131,1841,34,Call,Neutral,2026-01-23
9132,8831,30,Meeting,Negative,2025-08-11
9133,2435,8,Demo,Negative,2025-07-18
9134,7557,40,Call,Neutral,2026-05-11
9135,2843,20,Call,Negative,2025-11-04
9136,1925,12,Call,Positive,2025-08-03
9137,3993,50,Email,Negative,2026-04-10
9138,6873,42,Demo,Negative,2026-01-28
9139,5096,23,Email,Neutral,2026-05-11
9140,8037,36,Demo,Positive,2026-02-23
9141,6304,30,Demo,Negative,2026-06-14
9142,5371,18,Email,Neutral,2025-12-12
9143,3498,1,Demo,Neutral,2025-09-22
9144,7992,44,Email,Negative,2025-09-04
9145,1248,6,Email,Neutral,2026-02-25
9146,9557,16,Email,Negative,2025-11-16
9147,2764,33,Call,Negative,2026-03-19
9148,2762,3,Meeting,Negative,2026-05-14
9149,1564,21,Meeting,Neutral,2025-11-29
9150,5528,18,Call,Positive,2026-03-08
9151,2022,9,Demo,Positive,2026-04-12
9152,4791,24,Meeting,Positive,2026-01-03
9153,3251,47,Demo,Positive,2025-07-05
9154,1525,47,Demo,Negative,2025-08-28
9155,4891,39,Meeting,Neutral,2026-05-27
9156,4781,14,Call,Neutral,2025-12-05
9157,919,10,Call,Negative,2025-09-11
9158,1086,38,Email,Neutral,2025-07-16
9159,6136,41,Demo,Negative,2026-02-15
9160,9558,25,Meeting,Positive,2025-07-25
9161,7484,43,Email,Neutral,2025-07-26
9162,1189,1,Meeting,Neutral,2025-12-06
9163,4445,27,Call,Positive,2026-01-03
9164,6331,28,Call,Neutral,2025-07-12
9165,2636,48,Call,Neutral,2026-03-06
9166,5269,44,Meeting,Positive,2026-03-06
9167,4821,48,Call,Positive,2025-10-04
9168,6623,48,Meeting,Neutral,2026-05-20
9169,6484,32,Email,Positive,2026-01-04
9170,4295,1,Email,Negative,2025-06-16
9171,4236,30,Meeting,Negative,2025-07-24
9172,8593,42,Demo,Negative,2025-07-09
9173,8134,26,Meeting,Neutral,2025-09-28
9174,9806,43,Email,Positive,2025-08-11
9175,681,1,Demo,Positive,2026-04-07
9176,8107,4,Meeting,Neutral,2026-02-12
9177,631,46,Meeting,Positive,2025-08-26
9178,3043,41,Email,Neutral,2026-05-09
9179,3426,37,Call,Neutral,2026-03-08
9180,2665,21,Meeting,Negative,2025-11-19
9181,326,16,Demo,Negative,2026-03-28
9182,7504,44,Email,Positive,2026-03-11
9183,3373,31,Meeting,Positive,2025-12-08
9184,98,14,Meeting,Negative,2026-01-29
9185,6116,4,Email,Positive,2025-09-05
9186,5687,27,Demo,Positive,2025-11-21
9187,2512,49,Email,Negative,2025-10-06
9188,3433,38,Email,Positive,2025-08-14
9189,3757,23,Email,Positive,2026-06-06
9190,4648,19,Email,Neutral,2026-02-22
9191,5540,44,Meeting,Negative,2026-06-10
9192,3893,21,Email,Negative,2025-08-10
9193,3514,25,Meeting,Positive,2026-02-03
9194,4652,43,Demo,Positive,2026-05-03
9195,49,27,Call,Negative,2026-03-22
9196,6392,22,Call,Neutral,2026-05-23
9197,4074,11,Demo,Positive,2026-01-13
9198,8117,48,Demo,Neutral,2025-10-02
9199,1489,14,Email,Negative,2026-05-03
9200,4667,17,Call,Positive,2025-09-03
9201,4988,45,Meeting,Neutral,2025-09-23
9202,9306,32,Email,Neutral,2026-06-15
9203,1604,19,Email,Positive,2026-02-01
9204,5139,40,Meeting,Positive,2026-06-04
9205,6554,28,Email,Positive,2026-04-14
9206,1063,25,Call,Positive,2026-05-11
9207,3037,11,Call,Negative,2026-05-27
9208,8603,26,Meeting,Negative,2025-07-15
9209,3463,7,Meeting,Negative,2025-09-23
9210,3346,42,Email,Neutral,2025-07-28
9211,3234,33,Meeting,Negative,2026-04-12
9212,4568,5,Meeting,Negative,2026-05-28
9213,862,49,Meeting,Neutral,2025-12-14
9214,1833,35,Email,Positive,2026-01-30
9215,752,14,Demo,Neutral,2026-05-12
9216,640,24,Call,Positive,2026-04-19
9217,1957,6,Meeting,Positive,2026-01-08
9218,8870,43,Email,Negative,2025-08-24
9219,8499,21,Email,Positive,2026-04-03
9220,7364,12,Demo,Negative,2026-05-13
9221,4623,5,Meeting,Positive,2025-12-18
9222,1499,28,Meeting,Negative,2025-12-23
9223,1445,33,Email,Positive,2026-06-09
9224,9713,9,Meeting,Negative,2025-10-11
9225,3173,15,Demo,Positive,2025-12-30
9226,7945,22,Call,Neutral,2026-03-14
9227,1171,30,Meeting,Positive,2026-01-15
9228,6168,33,Email,Positive,2025-08-30
9229,5634,8,Call,Positive,2025-12-23
9230,9339,19,Meeting,Neutral,2025-10-08
9231,691,15,Demo,Positive,2026-01-24
9232,8219,25,Meeting,Negative,2026-02-19
9233,746,41,Call,Positive,2025-11-16
9234,122,37,Meeting,Negative,2025-10-08
9235,8005,30,Call,Negative,2025-09-16
9236,5886,33,Email,Negative,2025-08-03
9237,9238,18,Call,Negative,2025-06-20
9238,3481,48,Email,Neutral,2026-02-10
9239,6907,25,Call,Positive,2025-11-01
9240,9908,14,Demo,Negative,2025-12-13
9241,9900,34,Meeting,Neutral,2025-12-24
9242,9372,48,Email,Positive,2025-12-21
9243,9413,45,Meeting,Positive,2026-03-09
9244,2196,45,Meeting,Neutral,2026-01-25
9245,742,48,Meeting,Positive,2025-11-07
9246,5085,6,Email,Negative,2025-09-28
9247,7401,25,Meeting,Positive,2025-11-27
9248,8060,49,Demo,Negative,2025-12-07
9249,6398,19,Call,Neutral,2026-05-18
9250,7363,11,Call,Neutral,2025-09-19
9251,664,29,Email,Negative,2025-10-21
9252,3936,3,Meeting,Positive,2025-07-13
9253,5304,20,Demo,Neutral,2026-01-09
9254,6562,31,Call,Negative,2025-09-07
9255,6629,6,Meeting,Negative,2025-12-21
9256,5385,38,Email,Positive,2026-04-11
9257,406,15,Meeting,Negative,2026-01-15
9258,2505,40,Call,Negative,2025-08-09
9259,75,26,Demo,Negative,2025-10-24
9260,8685,5,Call,Negative,2026-02-18
9261,147,15,Call,Negative,2026-01-03
9262,5333,41,Email,Positive,2026-03-09
9263,8273,28,Call,Neutral,2025-08-31
9264,6128,2,Meeting,Negative,2026-01-23
9265,2202,31,Meeting,Negative,2026-04-26
9266,7424,26,Email,Neutral,2025-06-26
9267,3374,25,Email,Positive,2025-08-26
9268,5535,31,Email,Neutral,2026-04-05
9269,1527,44,Call,Positive,2026-03-06
9270,4663,5,Email,Positive,2026-01-18
9271,5742,19,Call,Positive,2026-05-29
9272,6119,48,Email,Neutral,2026-01-04
9273,2133,4,Demo,Positive,2026-05-22
9274,8602,47,Demo,Negative,2025-07-04
9275,9271,45,Demo,Neutral,2025-12-30
9276,9352,20,Email,Neutral,2025-08-06
9277,2826,2,Call,Positive,2025-11-05
9278,3656,26,Meeting,Negative,2026-01-28
9279,8680,22,Call,Neutral,2025-11-13
9280,6558,21,Meeting,Neutral,2025-07-02
9281,9745,47,Meeting,Negative,2026-01-01
9282,5321,24,Demo,Negative,2026-05-07
9283,8010,34,Email,Negative,2025-08-11
9284,2482,5,Call,Neutral,2025-11-27
9285,974,6,Demo,Neutral,2025-12-07
9286,1367,1,Call,Positive,2025-07-10
9287,2506,48,Email,Positive,2025-12-18
9288,6009,26,Demo,Negative,2025-07-08
9289,6967,50,Meeting,Negative,2026-05-06
9290,4812,8,Demo,Negative,2025-06-30
9291,9696,17,Call,Positive,2026-05-06
9292,889,2,Meeting,Neutral,2026-01-01
9293,680,15,Meeting,Negative,2026-06-06
9294,4193,42,Call,Neutral,2026-01-21
9295,8449,47,Meeting,Positive,2025-07-11
9296,4215,33,Call,Negative,2025-12-09
9297,1724,35,Meeting,Positive,2026-05-14
9298,5066,29,Meeting,Positive,2025-07-27
9299,3222,23,Demo,Negative,2025-11-27
9300,4849,7,Email,Neutral,2025-07-24
9301,5339,13,Demo,Neutral,2026-05-07
9302,4566,36,Email,Neutral,2025-08-16
9303,7091,12,Demo,Negative,2026-05-02
9304,7357,5,Call,Positive,2025-10-15
9305,5577,32,Demo,Negative,2025-08-03
9306,1415,43,Demo,Negative,2026-06-01
9307,5216,40,Call,Neutral,2025-08-07
9308,9983,3,Email,Negative,2026-01-26
9309,5632,32,Meeting,Negative,2026-05-20
9310,9625,35,Demo,Negative,2026-02-22
9311,678,6,Email,Positive,2026-01-05
9312,5114,35,Meeting,Positive,2025-06-23
9313,560,24,Demo,Neutral,2026-05-10
9314,3567,48,Meeting,Neutral,2026-05-06
9315,2905,12,Email,Negative,2025-12-30
9316,9044,7,Call,Neutral,2026-04-28
9317,7070,6,Email,Neutral,2026-01-31
9318,639,33,Meeting,Neutral,2026-01-13
9319,1454,45,Meeting,Negative,2025-08-31
9320,766,10,Email,Neutral,2025-10-07
9321,8223,6,Demo,Positive,2025-12-21
9322,2350,40,Call,Negative,2025-10-19
9323,3343,23,Demo,Neutral,2025-10-10
9324,3612,22,Meeting,Neutral,2025-12-18
9325,1510,15,Demo,Neutral,2026-02-17
9326,1868,40,Email,Neutral,2026-03-04
9327,6492,38,Meeting,Positive,2026-06-11
9328,3082,7,Meeting,Negative,2025-08-22
9329,9605,40,Email,Positive,2026-03-25
9330,3223,33,Call,Negative,2026-03-29
9331,4892,31,Call,Negative,2025-08-25
9332,1470,11,Call,Neutral,2026-03-26
9333,2983,49,Email,Positive,2025-09-02
9334,860,39,Call,Neutral,2025-09-07
9335,5677,6,Email,Positive,2025-11-17
9336,4429,26,Meeting,Positive,2026-05-28
9337,1905,32,Meeting,Positive,2026-05-25
9338,4149,8,Demo,Negative,2025-08-28
9339,2910,43,Meeting,Negative,2025-08-21
9340,7699,29,Demo,Negative,2026-04-19
9341,7176,5,Meeting,Positive,2025-11-20
9342,9841,13,Call,Neutral,2026-06-10
9343,730,19,Email,Positive,2026-04-05
9344,3119,29,Meeting,Negative,2025-12-08
9345,4966,37,Demo,Positive,2026-04-22
9346,3222,5,Demo,Positive,2025-07-22
9347,8066,32,Demo,Positive,2025-12-16
9348,5800,1,Email,Negative,2025-12-24
9349,3588,34,Meeting,Neutral,2025-10-20
9350,2952,45,Demo,Negative,2026-02-12
9351,199,26,Call,Positive,2026-02-08
9352,9199,28,Meeting,Neutral,2025-11-19
9353,5170,43,Call,Positive,2026-04-15
9354,4612,16,Call,Positive,2026-04-13
9355,7047,9,Demo,Negative,2025-06-16
9356,2158,43,Email,Negative,2025-12-04
9357,4231,25,Meeting,Positive,2025-06-26
9358,3720,20,Email,Negative,2026-06-06
9359,3219,21,Meeting,Positive,2025-10-14
9360,3577,5,Call,Positive,2026-01-11
9361,7083,20,Meeting,Positive,2025-10-31
9362,685,6,Meeting,Neutral,2026-01-02
9363,4919,31,Meeting,Neutral,2026-06-01
9364,2590,12,Email,Neutral,2026-05-10
9365,4993,15,Meeting,Negative,2025-08-16
9366,7755,16,Demo,Neutral,2026-03-26
9367,2124,34,Call,Negative,2025-07-01
9368,4367,8,Email,Negative,2026-01-19
9369,1853,22,Email,Positive,2025-12-19
9370,4488,30,Meeting,Negative,2026-05-25
9371,1109,35,Email,Neutral,2025-08-24
9372,4812,49,Demo,Neutral,2026-06-01
9373,7755,16,Meeting,Neutral,2025-08-16
9374,1240,43,Email,Negative,2026-01-11
9375,5290,34,Meeting,Positive,2025-07-18
9376,3736,34,Meeting,Positive,2025-10-31
9377,6057,7,Demo,Negative,2026-02-04
9378,2931,31,Meeting,Negative,2026-01-22
9379,2823,4,Demo,Neutral,2025-08-20
9380,3558,28,Email,Positive,2025-08-24
9381,1750,43,Meeting,Neutral,2025-10-07
9382,18,21,Demo,Neutral,2025-09-30
9383,5864,3,Call,Neutral,2025-08-03
9384,6822,29,Meeting,Neutral,2026-06-15
9385,697,13,Call,Positive,2025-10-08
9386,5639,12,Meeting,Neutral,2026-04-22
9387,1724,12,Demo,Neutral,2025-06-30
9388,1658,4,Demo,Negative,2025-11-17
9389,1744,14,Meeting,Neutral,2025-11-20
9390,9901,45,Call,Negative,2026-05-17
9391,4523,30,Demo,Positive,2025-09-06
9392,434,26,Email,Neutral,2025-06-18
9393,163,22,Email,Positive,2025-07-20
9394,4475,22,Meeting,Neutral,2026-01-16
9395,6663,9,Meeting,Positive,2025-09-22
9396,3470,18,Email,Positive,2026-04-09
9397,849,28,Meeting,Positive,2026-06-10
9398,5366,50,Call,Neutral,2025-10-23
9399,9174,43,Call,Positive,2025-10-13
9400,5013,20,Demo,Positive,2026-05-12
9401,297,29,Email,Negative,2026-04-04
9402,3933,9,Demo,Positive,2025-07-17
9403,2679,48,Meeting,Neutral,2026-05-15
9404,6485,20,Call,Negative,2026-03-31
9405,2061,22,Demo,Negative,2026-01-01
9406,6202,50,Call,Negative,2026-05-29
9407,6365,1,Call,Neutral,2026-03-05
9408,7842,5,Call,Positive,2025-11-30
9409,3542,21,Demo,Neutral,2026-02-10
9410,1851,39,Demo,Positive,2026-05-10
9411,5276,39,Demo,Positive,2025-10-04
9412,7065,50,Call,Negative,2026-05-21
9413,4416,2,Meeting,Negative,2025-11-27
9414,6398,4,Call,Neutral,2026-06-14
9415,6258,12,Email,Neutral,2025-07-24
9416,73,48,Email,Positive,2026-05-10
9417,6711,14,Demo,Neutral,2026-04-12
9418,1739,2,Meeting,Neutral,2025-12-02
9419,5060,42,Email,Neutral,2026-02-23
9420,5627,1,Call,Neutral,2026-04-07
9421,4245,43,Call,Negative,2025-08-27
9422,8859,39,Meeting,Positive,2025-07-09
9423,3995,26,Email,Negative,2025-12-18
9424,7004,46,Call,Positive,2025-07-15
9425,6692,12,Email,Neutral,2025-08-31
9426,3986,48,Demo,Positive,2026-03-01
9427,8310,21,Meeting,Positive,2025-09-15
9428,1464,34,Demo,Positive,2026-02-26
9429,8433,12,Call,Positive,2025-09-20
9430,5985,48,Email,Positive,2025-09-29
9431,6909,28,Call,Negative,2026-01-29
9432,4900,13,Meeting,Neutral,2026-01-12
9433,2744,19,Email,Negative,2026-04-24
9434,7771,5,Call,Positive,2026-06-04
9435,7305,12,Demo,Positive,2025-09-27
9436,6314,49,Demo,Negative,2025-11-28
9437,7582,23,Call,Neutral,2025-07-07
9438,3563,40,Call,Neutral,2025-12-30
9439,9546,27,Email,Neutral,2025-11-19
9440,5509,37,Demo,Neutral,2026-03-11
9441,387,11,Email,Positive,2025-07-26
9442,6071,35,Meeting,Positive,2025-10-14
9443,7220,27,Call,Neutral,2026-05-12
9444,453,14,Meeting,Negative,2025-07-21
9445,5854,32,Meeting,Negative,2026-01-19
9446,9534,10,Email,Neutral,2025-09-28
9447,7432,45,Email,Positive,2025-08-26
9448,5016,26,Email,Positive,2025-07-06
9449,7957,17,Email,Neutral,2025-07-28
9450,8900,18,Call,Neutral,2026-04-17
9451,7444,4,Demo,Neutral,2026-05-04
9452,2403,30,Meeting,Positive,2025-11-03
9453,230,12,Demo,Positive,2026-03-18
9454,5366,30,Email,Positive,2025-12-13
9455,9523,17,Email,Negative,2026-04-27
9456,8838,39,Meeting,Negative,2026-02-07
9457,885,44,Email,Negative,2025-10-23
9458,5352,34,Meeting,Neutral,2026-02-12
9459,5699,40,Demo,Neutral,2025-12-04
9460,630,8,Call,Positive,2025-09-16
9461,2286,39,Demo,Neutral,2026-01-04
9462,9697,42,Meeting,Positive,2026-01-01
9463,7162,5,Email,Neutral,2026-01-24
9464,1595,32,Demo,Positive,2025-07-24
9465,5168,38,Meeting,Neutral,2026-06-07
9466,8215,19,Meeting,Positive,2026-05-20
9467,2951,29,Demo,Positive,2026-05-25
9468,5094,29,Email,Neutral,2025-11-13
9469,4053,31,Call,Positive,2025-07-19
9470,5139,1,Demo,Positive,2026-03-09
9471,4694,15,Call,Negative,2026-03-22
9472,9225,34,Email,Negative,2025-12-10
9473,623,27,Email,Negative,2026-06-14
9474,1495,4,Call,Neutral,2025-12-09
9475,2729,18,Call,Neutral,2026-06-14
9476,1921,15,Meeting,Neutral,2026-05-25
9477,8518,26,Call,Neutral,2025-10-25
9478,2581,6,Email,Neutral,2026-03-29
9479,9194,32,Email,Neutral,2025-10-29
9480,7501,34,Email,Neutral,2026-04-02
9481,387,31,Call,Positive,2025-08-13
9482,8650,16,Demo,Negative,2025-10-24
9483,8237,11,Call,Positive,2025-12-09
9484,3380,16,Email,Neutral,2026-04-09
9485,3645,1,Meeting,Neutral,2025-07-26
9486,2257,38,Email,Positive,2026-03-26
9487,7879,18,Email,Negative,2025-12-25
9488,5412,45,Email,Negative,2026-06-04
9489,1130,44,Email,Neutral,2026-04-18
9490,9079,39,Demo,Positive,2026-05-22
9491,2955,30,Call,Neutral,2026-03-19
9492,1744,14,Call,Negative,2025-06-18
9493,806,20,Call,Negative,2026-04-16
9494,2349,18,Call,Negative,2025-07-02
9495,1743,39,Email,Neutral,2025-09-13
9496,8031,26,Call,Negative,2026-04-08
9497,2645,36,Meeting,Positive,2026-01-26
9498,5454,29,Demo,Neutral,2026-02-28
9499,7438,26,Meeting,Positive,2026-02-19
9500,4388,28,Email,Negative,2025-11-16
9501,9995,29,Call,Negative,2025-07-15
9502,7277,18,Demo,Positive,2026-06-14
9503,8100,47,Demo,Negative,2026-02-14
9504,8030,1,Demo,Positive,2026-03-08
9505,1573,44,Meeting,Negative,2026-03-19
9506,3708,29,Email,Neutral,2025-06-24
9507,7576,42,Meeting,Neutral,2026-02-05
9508,1200,46,Call,Negative,2025-06-28
9509,2229,17,Call,Neutral,2026-03-25
9510,5016,4,Call,Positive,2026-03-21
9511,2763,23,Meeting,Negative,2025-06-29
9512,3001,25,Demo,Positive,2025-10-19
9513,112,12,Demo,Neutral,2026-04-01
9514,5900,48,Email,Neutral,2025-08-13
9515,5329,14,Email,Neutral,2025-12-15
9516,3728,40,Meeting,Negative,2026-04-23
9517,5300,5,Meeting,Neutral,2026-05-13
9518,8846,50,Email,Neutral,2025-08-14
9519,4024,13,Demo,Positive,2026-03-18
9520,6856,12,Email,Neutral,2025-09-28
9521,6888,6,Demo,Negative,2026-03-30
9522,3403,4,Meeting,Positive,2025-12-04
9523,179,36,Meeting,Neutral,2025-07-28
9524,9110,36,Email,Negative,2026-06-01
9525,1223,38,Meeting,Positive,2025-07-27
9526,6770,21,Demo,Negative,2025-12-23
9527,6073,47,Meeting,Neutral,2025-07-14
9528,4447,1,Demo,Positive,2025-10-15
9529,5067,36,Meeting,Negative,2025-09-01
9530,2482,44,Call,Neutral,2025-08-11
9531,189,35,Call,Neutral,2026-03-11
9532,6299,8,Call,Positive,2026-05-22
9533,6076,22,Call,Positive,2026-05-01
9534,7051,47,Demo,Neutral,2025-09-25
9535,3691,25,Call,Negative,2026-04-10
9536,4236,32,Demo,Neutral,2026-04-21
9537,7817,3,Meeting,Negative,2025-09-18
9538,7741,20,Meeting,Negative,2025-10-12
9539,2758,36,Call,Neutral,2025-10-03
9540,8697,21,Meeting,Neutral,2026-05-03
9541,4708,19,Meeting,Negative,2025-08-30
9542,7194,40,Demo,Positive,2025-09-16
9543,7429,9,Meeting,Positive,2025-11-30
9544,8332,35,Demo,Neutral,2026-02-19
9545,4936,30,Demo,Neutral,2026-01-09
9546,6451,13,Call,Neutral,2025-10-16
9547,7411,2,Call,Neutral,2025-08-26
9548,5828,6,Email,Negative,2026-04-27
9549,5364,23,Call,Neutral,2025-09-18
9550,9435,12,Email,Positive,2025-06-24
9551,4723,31,Meeting,Neutral,2026-01-23
9552,8290,21,Meeting,Neutral,2026-01-09
9553,323,18,Call,Negative,2025-06-23
9554,5713,32,Meeting,Negative,2026-05-14
9555,8519,15,Meeting,Neutral,2026-03-26
9556,7681,30,Call,Positive,2025-09-07
9557,4742,37,Email,Neutral,2025-09-19
9558,4546,45,Call,Neutral,2025-08-15
9559,4171,44,Meeting,Negative,2026-03-24
9560,7942,45,Meeting,Positive,2025-07-27
9561,5639,36,Email,Neutral,2025-10-19
9562,4254,37,Email,Negative,2025-10-06
9563,9227,32,Meeting,Positive,2025-08-22
9564,5494,32,Email,Neutral,2026-03-06
9565,6166,32,Call,Negative,2026-01-10
9566,5596,16,Demo,Positive,2025-09-03
9567,7941,36,Demo,Positive,2026-05-17
9568,6482,30,Call,Negative,2026-04-21
9569,5738,28,Email,Positive,2025-06-21
9570,9548,11,Meeting,Negative,2025-08-12
9571,6070,49,Meeting,Negative,2025-07-27
9572,728,18,Demo,Neutral,2026-05-10
9573,7968,34,Meeting,Neutral,2026-03-02
9574,4708,5,Meeting,Negative,2025-09-01
9575,8823,48,Demo,Positive,2025-09-06
9576,2908,36,Email,Negative,2025-07-24
9577,7060,28,Call,Negative,2025-09-12
9578,4840,47,Email,Negative,2026-02-09
9579,1735,16,Demo,Positive,2025-11-22
9580,9674,39,Email,Positive,2025-08-08
9581,5224,9,Demo,Neutral,2026-03-20
9582,5557,19,Email,Neutral,2026-05-09
