lead_id,industry,lead_source,company_size,annual_revenue,region,lead_status,created_date
1935,Retail,Cold Call,Small,6012068,West,New,2025-10-18
1936,Retail,Referral,Large,819736,West,Contacted,2026-01-11
1937,Healthcare,Partner,Small,424472,West,Qualified,2025-09-10
1938,Healthcare,Website,Large,3598836,North,New,2026-06-09
1939,Finance,Cold Call,Small,8727069,North,Lost,2026-04-29
1940,Healthcare,Campaign,Medium,5026563,West,New,2025-09-08
1941,Technology,Referral,Medium,5203818,West,Qualified,2025-11-24
1942,Retail,Cold Call,Large,7900982,West,New,2026-06-11
1943,Finance,Partner,Medium,4549897,West,New,2025-07-07
1944,Healthcare,Website,Small,5339857,West,Contacted,2025-08-26
1945,Manufacturing,Website,Large,5670208,West,New,2025-10-07
1946,Technology,Cold Call,Large,2329302,East,Converted,2025-10-15
1947,Technology,Website,Medium,3131468,West,Qualified,2025-08-06
1948,Healthcare,Referral,Medium,5056669,South,Converted,2025-09-16
1949,Finance,Referral,Large,3887995,North,Qualified,2025-11-04
1950,Retail,Website,Medium,1458048,West,Qualified,2026-01-12
1951,Finance,Campaign,Large,3547140,West,Lost,2025-10-11
1952,Finance,Partner,Large,3303793,East,New,2025-08-16
1953,Finance,Referral,Medium,4376408,South,Lost,2026-04-26
1954,Finance,Partner,Medium,9277992,West,New,2026-05-19
1955,Healthcare,Cold Call,Large,1480896,West,New,2026-03-29
1956,Technology,Campaign,Small,7213292,East,New,2026-03-06
1957,Manufacturing,Website,Small,7449283,South,New,2025-12-23
1958,Healthcare,Referral,Medium,5073992,North,Lost,2026-04-11
1959,Finance,Cold Call,Large,6416052,West,New,2025-08-04
1960,Technology,Partner,Large,4533591,West,New,2026-02-26
1961,Healthcare,Website,Small,9395840,West,Lost,2025-06-16
1962,Healthcare,Campaign,Small,6355200,South,Qualified,2026-03-24
1963,Finance,Referral,Large,5023852,North,Lost,2025-09-08
1964,Manufacturing,Partner,Medium,1194353,West,Contacted,2025-10-30
1965,Manufacturing,Cold Call,Small,9745660,East,Converted,2025-07-09
1966,Healthcare,Referral,Medium,2980532,South,Contacted,2025-11-02
1967,Manufacturing,Website,Large,6564960,South,Qualified,2026-04-11
1968,Technology,Referral,Small,2235367,East,Converted,2026-03-15
1969,Manufacturing,Campaign,Large,2959811,South,Converted,2026-01-30
1970,Finance,Website,Small,8761298,South,Converted,2026-04-22
1971,Technology,Cold Call,Medium,4573666,East,Contacted,2026-02-17
1972,Retail,Campaign,Medium,2266066,North,Converted,2025-07-31
1973,Finance,Website,Medium,6234353,South,Contacted,2026-02-26
1974,Manufacturing,Website,Medium,4378986,South,Converted,2025-10-21
1975,Finance,Partner,Large,2401906,East,Contacted,2026-03-16
1976,Manufacturing,Referral,Large,4066510,South,Converted,2025-08-04
1977,Finance,Referral,Large,827457,North,Converted,2026-03-15
1978,Manufacturing,Referral,Large,8445943,East,New,2025-06-21
1979,Technology,Partner,Large,1028665,East,Converted,2025-07-11
1980,Technology,Campaign,Medium,8730205,South,Converted,2025-10-25
1981,Technology,Partner,Large,8923276,North,New,2025-06-19
1982,Manufacturing,Website,Large,1548635,South,Converted,2026-02-14
1983,Healthcare,Referral,Small,1897104,West,Qualified,2025-06-21
1984,Manufacturing,Website,Large,2642191,North,Contacted,2025-11-26
1985,Manufacturing,Campaign,Small,1463448,East,New,2026-02-06
1986,Manufacturing,Partner,Large,7215134,South,Contacted,2026-05-03
1987,Manufacturing,Website,Large,3677967,North,New,2025-12-22
1988,Finance,Campaign,Small,1476403,South,New,2026-03-29
1989,Retail,Referral,Medium,1687667,North,Lost,2026-04-03
1990,Technology,Campaign,Medium,9398446,West,Contacted,2025-08-20
1991,Finance,Referral,Large,4900268,North,Lost,2025-11-08
1992,Healthcare,Cold Call,Large,7523231,South,New,2025-11-05
1993,Retail,Website,Medium,6262530,North,Lost,2025-08-06
1994,Healthcare,Campaign,Small,8188164,West,New,2026-06-14
1995,Retail,Campaign,Large,7687019,North,Lost,2026-02-06
1996,Retail,Partner,Medium,3019352,West,Lost,2025-10-08
1997,Healthcare,Referral,Medium,3117768,North,Contacted,2026-02-10
1998,Technology,Website,Small,5727090,East,Contacted,2026-06-02
1999,Retail,Cold Call,Small,3818997,East,New,2025-12-18
2000,Manufacturing,Campaign,Medium,5786162,West,Converted,2026-05-26
2001,Manufacturing,Partner,Medium,1141743,North,Contacted,2025-07-24
2002,Technology,Campaign,Small,4090143,North,Qualified,2026-01-16
2003,Healthcare,Campaign,Medium,1201853,East,Converted,2026-03-19
2004,Technology,Website,Medium,7349007,South,Lost,2026-01-12
2005,Finance,Cold Call,Medium,1278441,East,Contacted,2026-02-21
2006,Healthcare,Campaign,Small,6707043,North,Contacted,2026-02-20
2007,Healthcare,Referral,Large,5342906,North,Lost,2026-05-18
2008,Manufacturing,Partner,Small,234644,North,Lost,2025-08-10
2009,Finance,Website,Large,2974951,West,Converted,2025-07-06
2010,Technology,Website,Large,8551455,North,Contacted,2025-11-20
2011,Finance,Campaign,Large,7647750,West,New,2025-08-10
2012,Manufacturing,Campaign,Small,8586468,West,Qualified,2025-08-02
2013,Manufacturing,Partner,Medium,2208802,East,Contacted,2025-10-02
2014,Finance,Website,Large,297362,West,Lost,2025-12-23
2015,Healthcare,Partner,Medium,4734682,West,Qualified,2026-06-07
2016,Retail,Website,Small,1936788,South,Contacted,2025-11-28
2017,Technology,Cold Call,Large,4635131,North,New,2025-11-29
2018,Technology,Campaign,Large,8676672,East,Qualified,2025-08-27
2019,Manufacturing,Website,Medium,4526768,West,New,2025-11-12
2020,Healthcare,Campaign,Small,917468,West,Contacted,2026-04-27
2021,Technology,Partner,Medium,2236414,North,Lost,2026-02-27
2022,Retail,Partner,Medium,4430392,North,Contacted,2025-12-06
2023,Manufacturing,Referral,Small,1530499,West,Converted,2025-10-17
2024,Healthcare,Campaign,Small,8462537,North,Lost,2026-02-03
2025,Retail,Campaign,Large,518051,South,Qualified,2026-03-31
2026,Manufacturing,Campaign,Small,2207789,West,Qualified,2025-11-01
2027,Finance,Cold Call,Large,1876347,North,Qualified,2025-08-28
2028,Finance,Referral,Medium,2246140,North,Qualified,2026-02-23
2029,Retail,Cold Call,Large,3363070,South,Lost,2026-02-14
2030,Healthcare,Website,Large,4353042,North,Converted,2025-10-07
2031,Healthcare,Cold Call,Medium,3294883,North,Lost,2025-10-17
2032,Technology,Referral,Small,6734004,North,Lost,2025-07-23
2033,Finance,Referral,Large,8305490,North,Converted,2025-06-18
2034,Technology,Referral,Large,7553460,South,Lost,2026-04-24
2035,Retail,Cold Call,Medium,769213,East,New,2025-12-09
2036,Retail,Campaign,Medium,1007396,North,Qualified,2025-12-02
2037,Retail,Cold Call,Small,796796,North,New,2026-03-28
2038,Technology,Campaign,Medium,5108833,West,Converted,2025-10-25
2039,Technology,Website,Large,8599301,North,New,2025-11-21
2040,Healthcare,Referral,Large,6775662,East,Qualified,2026-02-24
2041,Retail,Website,Medium,5426604,North,Lost,2025-07-16
2042,Healthcare,Website,Small,7379723,West,Contacted,2025-07-21
2043,Technology,Campaign,Medium,7614351,South,Contacted,2025-12-25
2044,Technology,Campaign,Large,9142811,North,Converted,2026-05-17
2045,Manufacturing,Partner,Large,7957899,North,New,2025-07-18
2046,Finance,Referral,Medium,5367575,West,Contacted,2025-12-29
2047,Retail,Campaign,Small,2261474,East,New,2026-04-20
2048,Healthcare,Campaign,Large,1242738,West,Converted,2026-04-19
2049,Retail,Campaign,Medium,2592090,South,Contacted,2025-08-21
2050,Retail,Referral,Medium,330085,North,Converted,2025-07-13
2051,Retail,Referral,Large,6610755,South,Converted,2026-05-05
2052,Finance,Cold Call,Small,5480456,South,Contacted,2026-01-06
2053,Healthcare,Referral,Medium,1028207,North,Contacted,2025-09-02
2054,Manufacturing,Partner,Large,8438110,North,Converted,2026-03-19
2055,Manufacturing,Cold Call,Medium,4686580,East,Contacted,2026-03-22
2056,Manufacturing,Partner,Large,2800294,South,New,2025-12-06
2057,Manufacturing,Referral,Small,7006187,West,Converted,2026-04-13
2058,Finance,Campaign,Large,8333881,East,Qualified,2026-05-03
2059,Manufacturing,Website,Small,7041304,West,New,2025-12-03
2060,Healthcare,Cold Call,Large,1782418,East,Lost,2026-01-05
2061,Retail,Referral,Small,6866313,South,Lost,2025-12-17
2062,Healthcare,Cold Call,Large,7435697,East,Lost,2025-10-07
2063,Manufacturing,Website,Large,2983426,East,Contacted,2025-11-10
2064,Manufacturing,Website,Large,7355248,South,New,2026-06-01
2065,Healthcare,Referral,Medium,9109800,East,New,2025-08-14
2066,Technology,Referral,Medium,1783063,East,Lost,2026-03-07
2067,Finance,Campaign,Medium,949909,South,Lost,2025-06-23
2068,Retail,Referral,Large,3947184,South,Contacted,2026-04-30
2069,Manufacturing,Partner,Medium,9445081,South,New,2026-03-17
2070,Finance,Cold Call,Medium,3935110,East,Qualified,2025-11-29
2071,Technology,Partner,Large,7425450,West,New,2026-03-27
2072,Retail,Partner,Small,4637316,East,New,2025-07-13
2073,Technology,Website,Large,4634777,South,Converted,2025-12-30
2074,Finance,Referral,Small,1655228,South,Lost,2025-09-20
2075,Technology,Partner,Large,1410912,South,Lost,2025-07-11
2076,Manufacturing,Referral,Large,9467687,North,New,2026-05-24
2077,Retail,Referral,Small,2634357,South,Converted,2026-02-22
2078,Finance,Cold Call,Medium,2817774,West,Converted,2025-10-09
2079,Finance,Cold Call,Small,3922282,East,Qualified,2025-09-05
2080,Finance,Partner,Medium,5592609,North,Contacted,2025-07-13
2081,Finance,Cold Call,Medium,3088755,South,Lost,2026-03-08
2082,Finance,Cold Call,Medium,202744,South,New,2025-10-20
2083,Healthcare,Cold Call,Medium,1496570,South,Qualified,2025-11-07
2084,Manufacturing,Campaign,Medium,9710469,East,Contacted,2025-11-11
2085,Finance,Website,Medium,6795318,North,Converted,2026-02-03
2086,Retail,Referral,Medium,4117527,East,Contacted,2026-05-01
2087,Healthcare,Campaign,Small,7627411,South,Converted,2026-06-12
2088,Technology,Referral,Large,3603130,East,Qualified,2026-05-14
2089,Healthcare,Cold Call,Large,3110927,South,Contacted,2025-06-16
2090,Healthcare,Website,Small,1130570,East,Qualified,2026-05-07
2091,Finance,Website,Small,2411046,South,New,2026-05-13
2092,Retail,Partner,Medium,2731572,South,Converted,2025-08-14
2093,Manufacturing,Partner,Large,1251006,West,New,2026-02-24
2094,Finance,Website,Small,4475284,South,New,2025-11-21
2095,Finance,Referral,Medium,5230047,West,Qualified,2026-06-01
2096,Retail,Website,Small,202317,North,Lost,2025-07-19
2097,Retail,Referral,Large,2467475,South,Lost,2025-12-05
2098,Finance,Website,Small,3198448,East,Converted,2025-09-30
2099,Technology,Campaign,Medium,3205676,South,Converted,2025-10-31
2100,Healthcare,Referral,Medium,924766,West,Contacted,2025-08-23
2101,Finance,Cold Call,Small,6797697,South,Qualified,2025-07-28
2102,Finance,Partner,Small,1865412,East,Converted,2025-10-04
2103,Manufacturing,Website,Large,8384965,West,Converted,2025-12-24
2104,Technology,Referral,Small,7028978,East,Lost,2025-10-16
2105,Technology,Campaign,Medium,6393966,South,Converted,2026-05-21
2106,Technology,Cold Call,Small,5187146,North,New,2025-12-02
2107,Manufacturing,Campaign,Medium,4331188,North,Contacted,2025-08-12
2108,Retail,Partner,Large,1864092,South,Contacted,2025-08-25
2109,Technology,Referral,Medium,9430577,West,Converted,2026-05-07
2110,Retail,Cold Call,Medium,857505,East,New,2026-03-17
2111,Manufacturing,Referral,Small,5463047,South,Lost,2025-10-07
2112,Manufacturing,Campaign,Large,9145118,East,Contacted,2025-07-07
2113,Finance,Cold Call,Medium,7375953,North,New,2025-12-19
2114,Technology,Website,Small,3383430,East,Contacted,2025-10-31
2115,Retail,Partner,Medium,7238709,East,New,2025-08-24
2116,Manufacturing,Website,Medium,8313294,South,Qualified,2026-01-24
2117,Finance,Website,Large,7868212,South,Converted,2026-01-27
2118,Retail,Referral,Large,5740615,North,Qualified,2026-04-10
2119,Finance,Campaign,Medium,224636,East,Contacted,2025-09-12
2120,Healthcare,Cold Call,Medium,5415840,East,New,2025-10-04
2121,Technology,Website,Medium,2789179,South,Lost,2026-02-19
2122,Technology,Cold Call,Medium,5266117,West,Contacted,2026-05-27
2123,Technology,Cold Call,Small,7530443,East,Converted,2025-09-19
2124,Technology,Website,Small,4790034,West,Lost,2025-10-23
2125,Retail,Referral,Medium,7294827,North,New,2026-01-23
2126,Manufacturing,Cold Call,Medium,370122,North,New,2026-04-16
2127,Manufacturing,Referral,Large,5602798,North,New,2025-10-18
2128,Retail,Partner,Small,612322,West,Lost,2025-07-11
2129,Manufacturing,Website,Large,4442216,North,Qualified,2026-02-12
2130,Finance,Referral,Medium,8548576,North,Qualified,2025-10-25
2131,Retail,Website,Large,2551684,South,Lost,2025-08-10
2132,Retail,Referral,Large,5486681,North,Lost,2025-09-26
2133,Retail,Referral,Small,6825281,East,Qualified,2025-12-16
2134,Manufacturing,Website,Large,9826718,South,Qualified,2025-10-14
2135,Retail,Campaign,Medium,7061178,North,New,2026-05-20
2136,Retail,Campaign,Large,507678,North,Contacted,2025-11-04
2137,Healthcare,Campaign,Small,6634334,North,Qualified,2025-11-22
2138,Technology,Website,Medium,2917680,East,Converted,2026-05-22
2139,Technology,Partner,Medium,7485416,East,Contacted,2025-12-22
2140,Healthcare,Partner,Small,9354057,North,Lost,2026-01-21
2141,Manufacturing,Website,Small,4278821,East,Contacted,2026-05-20
2142,Finance,Campaign,Small,2130241,West,Qualified,2026-01-17
2143,Technology,Website,Small,2962136,South,Contacted,2025-11-01
2144,Manufacturing,Website,Large,4399964,West,Qualified,2026-02-25
2145,Healthcare,Campaign,Medium,149764,East,New,2025-10-14
2146,Technology,Referral,Large,6097914,West,Contacted,2026-03-03
2147,Manufacturing,Campaign,Medium,1713113,East,New,2026-02-24
2148,Technology,Partner,Large,2209734,East,Contacted,2025-11-02
2149,Technology,Cold Call,Medium,3090591,North,Qualified,2025-06-30
2150,Manufacturing,Website,Medium,3540126,North,Qualified,2025-07-29
2151,Finance,Cold Call,Large,6079466,East,New,2025-09-17
2152,Healthcare,Referral,Small,4725161,North,Lost,2026-02-27
2153,Retail,Website,Small,7761157,East,Converted,2025-08-01
2154,Manufacturing,Referral,Large,1600690,South,Qualified,2026-02-23
2155,Finance,Partner,Small,4552718,East,Contacted,2026-05-03
2156,Manufacturing,Partner,Medium,9987031,North,Qualified,2026-03-22
2157,Healthcare,Partner,Large,3127490,West,Qualified,2025-06-16
2158,Retail,Partner,Medium,998264,North,Qualified,2026-02-26
2159,Manufacturing,Campaign,Medium,3505572,West,Contacted,2026-05-05
2160,Finance,Referral,Medium,4983174,South,Converted,2026-03-03
2161,Technology,Website,Medium,5307731,West,Qualified,2025-07-31
2162,Retail,Campaign,Medium,9941238,South,Lost,2025-09-27
2163,Technology,Partner,Small,5223426,West,Lost,2025-09-27
2164,Technology,Partner,Large,3199827,North,Lost,2025-10-26
2165,Finance,Referral,Large,1827157,South,Contacted,2026-01-20
2166,Finance,Partner,Large,3224527,North,Contacted,2025-08-04
2167,Healthcare,Partner,Medium,4574707,South,New,2025-10-10
2168,Manufacturing,Referral,Large,8318256,North,Contacted,2025-11-16
2169,Technology,Website,Large,6070425,East,Qualified,2026-01-22
2170,Manufacturing,Cold Call,Large,6343564,North,Qualified,2025-07-01
2171,Retail,Website,Medium,3936432,South,Qualified,2026-05-02
2172,Manufacturing,Referral,Small,4144662,South,New,2025-08-08
2173,Healthcare,Website,Medium,8386592,South,Lost,2025-11-28
2174,Technology,Cold Call,Small,5875391,East,Contacted,2026-04-23
2175,Technology,Referral,Medium,5956975,West,New,2026-03-29
2176,Finance,Referral,Small,2128998,South,Converted,2026-02-22
2177,Finance,Cold Call,Medium,7868739,South,Qualified,2025-08-28
2178,Finance,Cold Call,Medium,4642454,West,New,2026-02-01
2179,Manufacturing,Partner,Large,668374,South,Qualified,2026-01-04
2180,Healthcare,Cold Call,Medium,8296246,East,Contacted,2025-07-22
2181,Retail,Partner,Large,5853301,South,New,2025-08-25
2182,Retail,Referral,Small,275931,South,Contacted,2025-08-28
2183,Finance,Referral,Small,1981779,North,Lost,2026-01-13
2184,Retail,Cold Call,Large,4670769,East,New,2026-02-05
2185,Healthcare,Partner,Large,9069665,South,Contacted,2026-05-31
2186,Finance,Cold Call,Large,187739,South,Contacted,2025-12-05
2187,Retail,Campaign,Large,5843814,South,Converted,2025-07-30
2188,Healthcare,Partner,Large,4170463,East,Lost,2025-08-24
2189,Healthcare,Referral,Small,9670853,East,Contacted,2025-12-01
2190,Manufacturing,Campaign,Large,9274120,North,Contacted,2025-07-17
2191,Healthcare,Cold Call,Large,3494330,North,Contacted,2025-09-16
2192,Technology,Cold Call,Medium,5896755,East,Qualified,2025-08-12
2193,Manufacturing,Partner,Large,3252250,West,Qualified,2025-11-22
2194,Retail,Referral,Large,1226386,South,Converted,2025-07-19
2195,Finance,Referral,Small,3987643,East,Converted,2025-10-20
2196,Healthcare,Partner,Small,1999798,South,New,2025-08-09
2197,Manufacturing,Cold Call,Small,2712075,South,Contacted,2026-01-10
2198,Technology,Referral,Medium,5870927,West,Contacted,2025-08-24
2199,Manufacturing,Website,Medium,1113633,North,Lost,2026-05-25
2200,Retail,Cold Call,Small,3157290,North,Qualified,2025-09-02
2201,Healthcare,Partner,Small,6035349,South,Qualified,2025-10-02
2202,Manufacturing,Website,Medium,7888686,West,Converted,2026-05-29
2203,Technology,Website,Large,7122113,South,Converted,2026-05-09
2204,Retail,Campaign,Small,9059616,North,Qualified,2025-07-11
2205,Technology,Campaign,Small,7944262,North,Qualified,2026-04-03
2206,Retail,Cold Call,Small,9131541,West,Lost,2025-10-05
2207,Retail,Referral,Medium,7254624,South,Converted,2026-01-05
2208,Manufacturing,Referral,Large,6733081,West,Converted,2026-04-09
2209,Healthcare,Cold Call,Large,4934849,North,Converted,2025-11-17
2210,Healthcare,Referral,Small,9658763,East,Contacted,2026-05-03
2211,Technology,Partner,Small,1303462,South,Lost,2025-12-21
2212,Retail,Cold Call,Small,6413415,North,Qualified,2026-04-14
2213,Technology,Cold Call,Medium,8307502,East,Contacted,2025-10-26
2214,Manufacturing,Cold Call,Small,7240230,West,Converted,2025-12-19
2215,Technology,Referral,Large,6183722,North,Contacted,2025-10-05
2216,Technology,Partner,Small,6454643,East,Contacted,2025-08-13
2217,Healthcare,Campaign,Small,7691256,North,New,2025-06-28
2218,Finance,Cold Call,Medium,1270803,North,Qualified,2025-10-03
2219,Finance,Cold Call,Medium,6549612,North,New,2025-10-09
2220,Manufacturing,Cold Call,Medium,964829,South,Lost,2026-03-17
2221,Finance,Cold Call,Small,4799656,North,Converted,2026-04-21
2222,Retail,Website,Small,9726130,South,Contacted,2025-10-07
2223,Finance,Website,Large,8086841,South,Lost,2026-05-01
2224,Finance,Website,Medium,3057064,East,Converted,2026-01-31
2225,Retail,Campaign,Large,8965185,South,Contacted,2026-06-07
2226,Retail,Cold Call,Large,3145524,North,Contacted,2026-03-03
2227,Finance,Website,Medium,8212478,East,New,2025-11-02
2228,Retail,Cold Call,Small,7265269,North,Contacted,2026-03-21
2229,Finance,Website,Small,8719603,North,Qualified,2025-07-17
2230,Manufacturing,Partner,Large,770374,West,New,2026-03-01
2231,Retail,Cold Call,Medium,9128927,West,Qualified,2026-06-13
2232,Retail,Campaign,Medium,1392927,East,New,2025-06-23
2233,Technology,Cold Call,Large,8636637,East,Qualified,2025-09-05
2234,Technology,Website,Medium,792470,West,New,2026-06-01
2235,Technology,Website,Large,703341,North,New,2026-01-30
2236,Healthcare,Cold Call,Small,4066232,West,Lost,2026-01-09
2237,Manufacturing,Referral,Small,8091131,West,New,2025-06-29
2238,Manufacturing,Website,Medium,7857905,North,Converted,2025-06-22
2239,Finance,Campaign,Large,6679568,East,Contacted,2026-04-17
2240,Retail,Partner,Medium,8053199,North,Lost,2026-05-22
2241,Healthcare,Partner,Large,2157093,South,Qualified,2025-11-04
2242,Technology,Website,Small,9387923,South,New,2025-07-20
2243,Manufacturing,Website,Medium,3891029,South,Contacted,2025-07-17
2244,Manufacturing,Website,Medium,3099387,East,Converted,2026-06-07
2245,Healthcare,Partner,Medium,4928554,East,Qualified,2025-08-02
2246,Manufacturing,Website,Medium,7972335,South,Contacted,2026-04-13
2247,Technology,Referral,Medium,2331328,South,Lost,2025-07-05
2248,Manufacturing,Website,Large,9453311,North,Qualified,2025-08-28
2249,Manufacturing,Website,Medium,7944279,East,New,2025-10-25
2250,Retail,Partner,Small,5179245,North,New,2026-01-28
2251,Technology,Partner,Medium,7787930,West,Converted,2025-08-16
2252,Healthcare,Campaign,Large,2721752,South,Contacted,2026-04-03
2253,Technology,Cold Call,Large,3713988,North,Contacted,2026-03-30
2254,Retail,Campaign,Large,5448369,South,Qualified,2026-06-12
2255,Technology,Partner,Small,2676641,East,New,2026-04-07
2256,Manufacturing,Website,Large,8977609,North,New,2026-03-03
2257,Healthcare,Cold Call,Large,4323319,North,New,2025-12-16
2258,Manufacturing,Website,Medium,7736426,South,Converted,2025-07-26
2259,Retail,Partner,Small,1146520,North,Qualified,2026-03-03
2260,Technology,Website,Large,4406607,North,Converted,2026-03-08
2261,Healthcare,Partner,Large,869658,West,Qualified,2026-01-27
2262,Finance,Website,Medium,3463654,West,Converted,2026-03-29
2263,Healthcare,Campaign,Medium,4227840,North,New,2025-11-27
2264,Healthcare,Referral,Large,4264081,South,Contacted,2025-08-23
2265,Healthcare,Cold Call,Medium,4327389,South,Lost,2025-10-06
2266,Manufacturing,Campaign,Large,4578137,South,New,2025-12-25
2267,Retail,Partner,Large,8918199,South,Contacted,2025-08-04
2268,Manufacturing,Referral,Small,4259430,West,Contacted,2025-11-20
2269,Retail,Partner,Large,3705688,West,Qualified,2025-10-05
2270,Manufacturing,Campaign,Small,8728366,South,Contacted,2025-12-06
2271,Healthcare,Campaign,Medium,3610305,West,Qualified,2026-03-27
2272,Healthcare,Cold Call,Large,7699541,South,New,2026-03-28
2273,Retail,Referral,Small,3524187,South,Qualified,2026-02-17
2274,Healthcare,Website,Small,1320475,North,Qualified,2025-08-06
2275,Finance,Cold Call,Large,7958171,West,Contacted,2025-07-01
2276,Manufacturing,Referral,Medium,152662,West,Contacted,2026-03-14
2277,Technology,Campaign,Medium,595018,North,Converted,2025-07-03
2278,Finance,Referral,Small,960975,South,Qualified,2026-03-26
2279,Retail,Website,Medium,214806,South,New,2025-07-27
2280,Finance,Website,Medium,3710855,West,Qualified,2025-09-23
2281,Technology,Campaign,Large,2019949,South,Converted,2026-03-26
2282,Healthcare,Referral,Large,7909495,East,Converted,2025-07-01
2283,Retail,Campaign,Medium,4560126,South,New,2025-11-11
2284,Technology,Campaign,Small,3130850,East,Contacted,2026-03-03
2285,Finance,Partner,Medium,5224790,South,New,2025-06-29
2286,Technology,Partner,Large,7416504,North,Lost,2025-08-15
2287,Technology,Cold Call,Medium,7174108,North,Contacted,2025-09-25
2288,Technology,Cold Call,Medium,3762915,North,Qualified,2026-02-20
2289,Finance,Website,Medium,5767943,South,New,2026-04-28
2290,Healthcare,Cold Call,Small,3202744,South,Lost,2026-03-02
2291,Healthcare,Website,Medium,311301,South,Lost,2025-08-13
2292,Finance,Partner,Large,3782067,West,Lost,2025-10-05
2293,Healthcare,Referral,Large,4464751,East,Qualified,2026-02-12
2294,Finance,Campaign,Small,3357269,South,Converted,2026-02-05
2295,Manufacturing,Cold Call,Medium,7477819,West,New,2026-04-18
2296,Healthcare,Website,Small,4454508,North,Lost,2026-02-14
2297,Retail,Cold Call,Small,917761,South,Contacted,2025-09-02
2298,Technology,Referral,Large,5591533,East,Converted,2025-08-20
2299,Manufacturing,Referral,Medium,5579321,South,Contacted,2026-05-26
2300,Healthcare,Referral,Small,9825455,West,Qualified,2026-01-07
2301,Finance,Referral,Medium,9166700,West,Lost,2025-09-30
2302,Healthcare,Website,Large,3013985,North,New,2026-02-22
2303,Manufacturing,Cold Call,Medium,2339266,North,Contacted,2025-06-22
2304,Technology,Cold Call,Medium,1597189,East,Qualified,2025-10-13
2305,Manufacturing,Partner,Large,8797053,North,Lost,2026-02-04
2306,Manufacturing,Cold Call,Small,2539819,East,New,2025-10-29
2307,Healthcare,Campaign,Medium,6638433,South,Converted,2025-08-01
2308,Technology,Campaign,Large,8071851,East,Lost,2025-08-21
2309,Retail,Referral,Small,4518163,East,Contacted,2025-11-01
2310,Manufacturing,Referral,Small,2216662,East,Lost,2026-02-26
2311,Manufacturing,Referral,Medium,7812727,North,Converted,2025-12-17
2312,Manufacturing,Campaign,Medium,5802512,North,New,2026-04-06
2313,Finance,Cold Call,Medium,3785123,North,Qualified,2026-04-30
2314,Technology,Campaign,Large,695146,East,Contacted,2026-05-22
2315,Technology,Referral,Medium,3016030,West,Contacted,2026-05-19
2316,Technology,Cold Call,Large,6100498,East,New,2025-07-10
2317,Technology,Website,Small,223690,South,Converted,2025-08-23
2318,Retail,Website,Medium,4680935,South,Lost,2025-08-16
2319,Manufacturing,Partner,Medium,7103592,North,Qualified,2026-03-18
2320,Retail,Partner,Large,7575645,East,Qualified,2025-10-19
2321,Technology,Cold Call,Medium,4871318,North,Lost,2026-04-10
2322,Technology,Partner,Large,602815,South,Qualified,2025-11-07
2323,Finance,Website,Small,4894992,North,New,2026-01-03
2324,Finance,Cold Call,Medium,2897746,South,Lost,2026-06-08
2325,Manufacturing,Website,Large,5162535,North,Converted,2025-11-20
2326,Healthcare,Cold Call,Medium,3649980,West,Contacted,2026-05-07
2327,Technology,Referral,Small,3210417,West,Qualified,2025-11-06
2328,Retail,Referral,Large,5053104,East,New,2026-04-03
2329,Finance,Website,Medium,853638,West,Contacted,2026-03-13
2330,Manufacturing,Cold Call,Large,6192611,West,Converted,2025-06-22
2331,Healthcare,Website,Small,7109649,East,Contacted,2025-11-23
2332,Retail,Campaign,Small,2037591,North,Converted,2026-04-03
2333,Technology,Partner,Medium,8456280,West,Qualified,2025-12-09
2334,Retail,Campaign,Small,5847807,West,Lost,2025-09-24
2335,Manufacturing,Partner,Medium,9934346,North,New,2025-06-26
2336,Retail,Website,Medium,5885274,South,Lost,2026-01-08
2337,Manufacturing,Partner,Medium,9569194,West,Contacted,2026-05-12
2338,Finance,Campaign,Large,2103301,West,Contacted,2025-07-24
2339,Technology,Campaign,Large,5254137,West,Converted,2026-03-03
2340,Technology,Website,Medium,6360832,East,New,2025-11-03
2341,Healthcare,Website,Small,1058263,East,Lost,2025-09-22
2342,Technology,Campaign,Medium,5832858,North,Contacted,2026-03-09
2343,Technology,Referral,Small,2169482,North,Contacted,2026-04-10
2344,Manufacturing,Website,Medium,8879088,West,New,2026-02-03
2345,Manufacturing,Website,Medium,7597983,East,Converted,2025-08-30
2346,Retail,Partner,Large,6971675,West,Converted,2025-11-28
2347,Finance,Partner,Medium,7136708,West,Converted,2026-06-11
2348,Manufacturing,Partner,Small,3999775,South,New,2026-05-25
2349,Healthcare,Cold Call,Medium,8478415,North,Converted,2026-01-21
2350,Finance,Website,Large,1983561,West,Contacted,2026-02-24
2351,Manufacturing,Cold Call,Small,3755193,West,New,2025-11-19
2352,Retail,Cold Call,Small,7309832,North,Converted,2026-06-15
2353,Technology,Referral,Medium,5926620,East,Qualified,2026-05-04
2354,Finance,Partner,Medium,150979,South,Converted,2026-02-19
2355,Technology,Cold Call,Medium,1615681,West,Lost,2026-02-26
2356,Technology,Website,Medium,2142039,South,Lost,2025-09-24
2357,Manufacturing,Referral,Small,7901099,South,Contacted,2025-08-11
2358,Manufacturing,Partner,Small,5791952,West,Contacted,2025-06-21
2359,Healthcare,Campaign,Medium,9227418,East,Contacted,2026-05-31
2360,Healthcare,Partner,Large,4162016,South,New,2026-04-02
2361,Technology,Campaign,Medium,1298407,East,Converted,2026-03-29
